-69,61,2.463
-69,62,2.364
-69,63,2.268
-69,64,2.16
-69,65,2.011
-69,66,1.82
-69,67,1.541
-69,68,1.269
-69,69,1.004
-69,70,0.86
-69,71,0.838
-69,72,0.939
-69,73,0.728
-69,74,0.584
-69,75,0.506
-69,76,0.589
-69,77,0.878
-69,78,1.373
-69,79,1.753
-69,80,2.05
-69,81,2.263
-69,82,2.286
-69,83,2.313
-69,84,2.344
-69,85,2.4
-69,86,2.452
-69,87,2.5
-69,88,2.543
-69,89,2.592
-69,90,2.647
-69,91,2.704
-69,92,2.749
-69,93,2.78
-69,94,2.762
-69,95,2.744
-69,96,2.726
-69,97,2.694
-69,98,2.657
-69,99,2.615
-69,100,2.614
-69,101,2.631
-69,102,2.664
-69,103,2.693
-69,104,2.703
-69,105,2.693
-69,106,2.668
-69,107,2.643
-69,108,2.616
-69,109,2.601
-69,110,2.58
-69,111,2.555
-69,112,2.504
-69,113,2.456
-69,114,2.411
-69,115,2.366
-69,116,2.318
-69,117,2.267
-69,118,2.22
-69,119,2.187
-69,120,2.17
-69,121,2.24
-69,122,2.323
-69,123,2.419
-69,124,2.459
-69,125,2.458
-69,126,2.416
-69,127,2.401
-69,128,2.397
-69,129,2.404
-69,130,2.417
-69,131,2.444
-69,132,2.485
-69,133,2.575
-69,134,2.654
-69,135,2.722
-69,136,2.723
-69,137,2.721
-69,138,2.715
-69,139,2.662
-69,140,2.57
-69,141,2.439
-69,142,2.233
-69,143,2.036
-69,144,1.848
-69,145,1.732
-69,146,1.623
-69,147,1.522
-69,148,1.489
-69,149,1.459
-69,150,1.433
-69,151,1.295
-69,152,1.138
-69,153,0.963
-69,154,0.985
-69,155,0.816
-69,156,0.455
-69,157,0.464
-69,158,0.529
-69,159,0.652
-69,160,0.681
-69,161,0.952
-69,162,1.465
-69,163,1.554
-69,164,1.612
-69,165,1.637
-69,166,1.667
-69,167,1.488
-69,168,1.101
-69,169,0.988
-69,170,1.214
-69,171,1.78
-69,172,1.68
-69,173,1.693
-69,174,1.818
-69,175,2.115
-69,176,2.276
-69,177,2.3
-69,178,2.225
-69,179,2.095
-68,-180,1.717
-68,-179,1.857
-68,-178,1.879
-68,-177,1.781
-68,-176,1.693
-68,-175,1.593
-68,-174,1.482
-68,-173,1.467
-68,-172,1.505
-68,-171,1.597
-68,-170,1.53
-68,-169,1.483
-68,-168,1.457
-68,-167,1.462
-68,-166,1.564
-68,-165,1.763
-68,-164,1.73
-68,-163,1.722
-68,-162,1.741
-68,-161,1.7
-68,-160,1.632
-68,-159,1.535
-68,-158,1.581
-68,-157,1.388
-68,-156,0.955
-68,-155,1.014
-68,-154,1.086
-68,-153,1.17
-68,-152,1.138
-68,-151,1.142
-68,-150,1.183
-68,-149,1.178
-68,-148,1.186
-68,-147,1.206
-68,-146,1.186
-68,-145,1.152
-68,-144,1.103
-68,-143,1.117
-68,-142,1.247
-68,-141,1.494
-68,-140,1.506
-68,-139,1.548
-68,-138,1.619
-68,-137,1.593
-68,-136,1.558
-68,-135,1.513
-68,-134,1.667
-68,-133,1.694
-68,-132,1.595
-68,-131,1.701
-68,-130,1.738
-68,-129,1.707
-68,-128,1.541
-68,-127,1.471
-68,-126,1.497
-68,-125,1.396
-68,-124,1.286
-68,-123,1.169
-68,-122,0.994
-68,-121,0.912
-68,-120,0.925
-68,-119,0.896
-68,-118,0.898
-68,-117,0.932
-68,-116,0.849
-68,-115,0.833
-68,-114,0.885
-68,-113,0.875
-68,-112,0.925
